Gene,Non-unique Gene name,Annotation,CAI_ATCC_49725,CAI_ATCC_49726,CAI_BKPL_MKS099,CAI_BKPL_MSK070,CAI_BKPL_MSK091,CAI_BKPL_MSK096,CAI_BKPL_MSK109,CAI_BKPL_MSK121,CAI_BKPL_MSK125,CAI_BKPL_MSK161,CAI_BKPL_MSK270,CAI_BKPL_MSK273,CAI_DS_CA1,CAI_DS_CA2,CAI_DS_CA3,CAI_DS_CA4,CAI_DS_CA5,CAI_DS_CA6,CAI_DS_CA8,CAI_DS_CA9,CAI_KPL_079,CAI_KPL_1818,CAI_KPL_1824,CAI_KPL_1986,CAI_KPL_1996,CAI_KPL_1998,CAI_KPL_2004,CAI_KPL_2617,CAI_KPL_2618,CAI_KPL_2641,CAI_KPL_2652,CAI_KPL_2660,CAI_KPL_2783,CAI_KPL_2859,CAI_KPL_3647,CAI_KPL_3674,CAI_KPL_3703,CAI_KPL_3774,CAI_KPL_3802,CAI_KPL_3832,CAI_KPL_3921,CAI_KPL_3926,CAI_KPL_3970,CAI_KPL_4034,CAI_KPL_4065,CAI_KPL_4075,CAI_KPL_MKS076,CAI_KPL_MSK075,CAI_KPL_MSK077,CAI_LRK_p3_SID1129,CAI_MAM_C779,CAI_MAM_C781,CAI_MAM_C787,CAI_SDB_Cl5570,CAI_SDB_Cl6012,CAI_SH_157,CAI_SH_192,CAI_SH_219,CAI_SH_23,CAI_SH_247,CAI_SH_281,CAI_SH_41,CAI_strain_NCTC934,CAII_SH_79,CAII_SH_98,CAII_DS_CA7,CAII_SDB_CI5886,CAII_SH_184,CAIII_KPL_1855,CAIII_SH_262,CAIV_SDB_Cl5456,CM_strain_06T638,CM_strain_12T220,CM_strain_12T66,CM_strain_14T168,CM_strain_14T424,CM_strain_14T514,CM_strain_14T631,CM_strain_150801,CM_strain_151011,CM_strain_160430,CM_strain_160603,CM_strain_160806,CM_strain_160811,CM_strain_160812,CM_strain_161211,CM_strain_170718,CM_strain_171015,CM_strain_171203,CM_strain_180126,CM_strain_180208,CM_strain_180216,CM_strain_9T245,CM_strain_CCUG_32361,CM_strain_NML_080212,CM_strain_NML_120205
otsB,otsB,Trehalose-6-phosphate phosphatase,BHJAACOI_01657,HKMEEOOC_02068,GENJCMKD_01902,GGNGMLNM_01686,FLPOMCPC_00020,FLNKFIAL_02287,GCMCGMEO_01574,KKDHGCNG_01627,KEENHLLD_01913,JLFNHPIJ_01308,CODCKMBH_02194,KIHHBJFA_01749,NANKJKFF_01387,CCGNCHJI_01116,GOFIAKIM_01135,DGCFMGAJ_02148,AACCAIGM_02063,GMEDNMEP_01397,FLLDPPMF_00727,LNLCNHAK_02319,KNGAMNHF_01337,LKGNFBEP_00064,KICAILHA_02172,MCNPKDLJ_01338,AACNPDCK_02169,GMLEFHEO_02158,KFNCPDAP_02156,IGDBGLLD_00162,OMFMOMKF_01452,HODLAEJM_02165,AFHPBIAF_00403,LHCGKHIJ_02194,AJEFBAEL_01416,OCDCHEMI_02222,CJKJNNNG_01597,EIGELMEO_01844,NGNHBKMG_01485,MEOJENFF_01338,KEGECLGJ_00783,AHOPDIHB_00510,CJININDG_01662,NDOGBOAP_01891,OAPFOPAL_00376,ACJGFGPL_00020,JGGIPLAJ_01698,PLGHJMOG_01186,LJBGMHMC_00012,DKGGAEON_01385,LIONBGAB_00052,BCBJMMFG_00795,FNKBOAAJ_00873,NBIGHBNP_01728,ABCKMHNF_01368,HAGCGINO_01028,HDNBEOBM_00211,CHKDFDKC_01986,FJKFCLGL_02026,BOLJFBOD_02003,KGEDCIMK_01820,OGANKOBH_02036,KHIGLMDP_01006,KCBPFIDL_01834,PGGCOMJD_01921,LDPIAJMB_02032,JHDPCHFA_02145,PGMBCLCL_01624,LEOIACCC_01191,OGHHNOBM_01297,HLJAHNNN_01952,HMAEAGFH_01281,JMBHJBPL_00864,LIOCNLML_01124,MMNKDKJC_00063,CIPIHPAA_02089,OHJNIDKA_01335,IHELPHKG_00997,JBLCIMDH_01756,OFEFOHCO_00749,BJBHHKKH_01227,HCNPNPGF_00378,BHFJFGML_00594,CCMCAHCO_01082,MLMKMFAK_01671,FMPCHCOO_02059,KDJAJFCO_00524,OHHPPKJL_01778,BADHAMCG_00479,DDALPCGJ_00817,HHABANBK_02248,IBMNCEGB_00086,OHPNAJOO_01528,CHPLCDPL_02187,EAOLOMHJ_01265,EKOBKANM_01238,DIAOIDPF_01023,IIDBPGJP_00924
group_2969,,hypothetical protein,BHJAACOI_01621,HKMEEOOC_02110;HKMEEOOC_02109,GENJCMKD_01935,GGNGMLNM_01653,FLPOMCPC_01808,FLNKFIAL_01895,GCMCGMEO_01540,KKDHGCNG_01594,KEENHLLD_01880,JLFNHPIJ_01269,CODCKMBH_02011,KIHHBJFA_01788,NANKJKFF_01353,CCGNCHJI_01082,GOFIAKIM_01169,DGCFMGAJ_00987,AACCAIGM_01471,GMEDNMEP_01437,FLLDPPMF_00766,LNLCNHAK_00746,KNGAMNHF_01298,LKGNFBEP_00104,KICAILHA_02212,MCNPKDLJ_01380,AACNPDCK_02211,GMLEFHEO_02200,KFNCPDAP_02198,IGDBGLLD_00195,OMFMOMKF_01491,HODLAEJM_02205,AFHPBIAF_02086,LHCGKHIJ_02161,AJEFBAEL_01449,OCDCHEMI_00237,CJKJNNNG_01637,EIGELMEO_01883,NGNHBKMG_01524,MEOJENFF_01381,KEGECLGJ_00749,AHOPDIHB_01778,CJININDG_01623,NDOGBOAP_01930,OAPFOPAL_00490,ACJGFGPL_01088,JGGIPLAJ_01665,PLGHJMOG_01143,LJBGMHMC_00045,DKGGAEON_01425,LIONBGAB_00019,BCBJMMFG_01973,FNKBOAAJ_00912,NBIGHBNP_01767,ABCKMHNF_01332,HAGCGINO_00459,HDNBEOBM_01005,CHKDFDKC_02024,FJKFCLGL_02066,BOLJFBOD_02042,KGEDCIMK_01782,OGANKOBH_02076,KHIGLMDP_00967,KCBPFIDL_01795,PGGCOMJD_01962,LDPIAJMB_02071,JHDPCHFA_02186,PGMBCLCL_00260,LEOIACCC_00349,OGHHNOBM_01340,HLJAHNNN_01918,HMAEAGFH_01314,JMBHJBPL_00830,LIOCNLML_01096,MMNKDKJC_00091,CIPIHPAA_02117,OHJNIDKA_01307,IHELPHKG_00969,JBLCIMDH_01784,OFEFOHCO_00777,BJBHHKKH_01255,HCNPNPGF_00406,BHFJFGML_00622,CCMCAHCO_01110,MLMKMFAK_01643,FMPCHCOO_02031,KDJAJFCO_00496,OHHPPKJL_01806,BADHAMCG_00451,DDALPCGJ_00788,HHABANBK_02276,IBMNCEGB_00058,OHPNAJOO_01556,CHPLCDPL_02159,EAOLOMHJ_01293,EKOBKANM_01210,DIAOIDPF_00808,IIDBPGJP_00952
group_2968,,hypothetical protein,BHJAACOI_01652,HKMEEOOC_02073,GENJCMKD_01907,GGNGMLNM_01681,FLPOMCPC_00015,FLNKFIAL_02282,GCMCGMEO_01569,KKDHGCNG_01622,KEENHLLD_01908,JLFNHPIJ_01303,CODCKMBH_02189,KIHHBJFA_01754,NANKJKFF_01382,CCGNCHJI_01111,GOFIAKIM_01140,DGCFMGAJ_02153,AACCAIGM_02058,GMEDNMEP_01403,FLLDPPMF_00732,LNLCNHAK_02314,KNGAMNHF_01332,LKGNFBEP_00069,KICAILHA_02177,MCNPKDLJ_01343,AACNPDCK_02174,GMLEFHEO_02163,KFNCPDAP_02161,IGDBGLLD_00167,OMFMOMKF_01457,HODLAEJM_02170,AFHPBIAF_00408,LHCGKHIJ_02189,AJEFBAEL_01421,OCDCHEMI_02217,CJKJNNNG_01602,EIGELMEO_01849,NGNHBKMG_01490,MEOJENFF_01343,KEGECLGJ_00778,AHOPDIHB_00505,CJININDG_01657,NDOGBOAP_01896,OAPFOPAL_00381,ACJGFGPL_00015,JGGIPLAJ_01693,PLGHJMOG_01181,LJBGMHMC_00017,DKGGAEON_01390,LIONBGAB_00047,BCBJMMFG_00800,FNKBOAAJ_00878,NBIGHBNP_01733,ABCKMHNF_01363,HAGCGINO_01033,HDNBEOBM_00216,CHKDFDKC_01991,FJKFCLGL_02031,BOLJFBOD_02008,KGEDCIMK_01815,OGANKOBH_02041,KHIGLMDP_01001,KCBPFIDL_01829,PGGCOMJD_01926,LDPIAJMB_02037,JHDPCHFA_02151,PGMBCLCL_01619,LEOIACCC_00314,OGHHNOBM_01302,HLJAHNNN_01947,HMAEAGFH_01286,JMBHJBPL_00859,LIOCNLML_01119,MMNKDKJC_00068,CIPIHPAA_02094,OHJNIDKA_01330,IHELPHKG_00992,JBLCIMDH_01761,OFEFOHCO_00754,BJBHHKKH_01232,HCNPNPGF_00383,BHFJFGML_00599,CCMCAHCO_01087,MLMKMFAK_01666,FMPCHCOO_02054,KDJAJFCO_00519,OHHPPKJL_01783,BADHAMCG_00474,DDALPCGJ_00812,HHABANBK_02253,IBMNCEGB_00081,OHPNAJOO_01533,CHPLCDPL_02182,EAOLOMHJ_01270,EKOBKANM_01233,DIAOIDPF_00831,IIDBPGJP_00929
clpC1,clpC1,ATP-dependent Clp protease ATP-binding subunit ClpC1,0_refound_9,HKMEEOOC_02087,GENJCMKD_01919,GGNGMLNM_01669,FLPOMCPC_00002,FLNKFIAL_02269,GCMCGMEO_01557,KKDHGCNG_01610,KEENHLLD_01896,JLFNHPIJ_01290,CODCKMBH_02176,KIHHBJFA_01766,NANKJKFF_01369,CCGNCHJI_01098,GOFIAKIM_01153,DGCFMGAJ_00966,AACCAIGM_02045,GMEDNMEP_01415,FLLDPPMF_00745,LNLCNHAK_00723,KNGAMNHF_01319,LKGNFBEP_00082,KICAILHA_02190,MCNPKDLJ_01356,AACNPDCK_02187,GMLEFHEO_02176,KFNCPDAP_02174,IGDBGLLD_00179,OMFMOMKF_01469,HODLAEJM_02182,AFHPBIAF_02069,LHCGKHIJ_02177,AJEFBAEL_01433,OCDCHEMI_02204,CJKJNNNG_01615,EIGELMEO_01861,NGNHBKMG_01502,MEOJENFF_01356,KEGECLGJ_00765,AHOPDIHB_00493,CJININDG_01645,NDOGBOAP_01909,OAPFOPAL_00394,ACJGFGPL_00002,JGGIPLAJ_01681,PLGHJMOG_01168,LJBGMHMC_00029,DKGGAEON_01403,LIONBGAB_00035,BCBJMMFG_00813,FNKBOAAJ_00890,NBIGHBNP_01745,ABCKMHNF_01348,HAGCGINO_01045,HDNBEOBM_02315,CHKDFDKC_02003,FJKFCLGL_02043,BOLJFBOD_02020,KGEDCIMK_01803,OGANKOBH_02054,KHIGLMDP_00989,KCBPFIDL_01816,PGGCOMJD_01940,LDPIAJMB_02049,JHDPCHFA_02164,PGMBCLCL_01606,LEOIACCC_00327,OGHHNOBM_01315,HLJAHNNN_01935,HMAEAGFH_01298,JMBHJBPL_00846,LIOCNLML_01107,MMNKDKJC_00080,CIPIHPAA_02106,OHJNIDKA_01318,IHELPHKG_00980,JBLCIMDH_01773,OFEFOHCO_00766,BJBHHKKH_01244,HCNPNPGF_00395,BHFJFGML_00611,CCMCAHCO_01099,MLMKMFAK_01654,FMPCHCOO_02042,KDJAJFCO_00507,OHHPPKJL_01795,BADHAMCG_00462,DDALPCGJ_00800,HHABANBK_02265,IBMNCEGB_00069,OHPNAJOO_01545,CHPLCDPL_02170,EAOLOMHJ_01282,EKOBKANM_01221,DIAOIDPF_00819,IIDBPGJP_00941
rihB,rihB,Pyrimidine-specific ribonucleoside hydrolase RihB,BHJAACOI_00680,HKMEEOOC_00690,GENJCMKD_00992,GGNGMLNM_00835,FLPOMCPC_00842,FLNKFIAL_00624,GCMCGMEO_00757,KKDHGCNG_01354,KEENHLLD_00977,JLFNHPIJ_00976,CODCKMBH_01249,KIHHBJFA_01486,NANKJKFF_01108,CCGNCHJI_01278,GOFIAKIM_01016,DGCFMGAJ_00818,AACCAIGM_00757,GMEDNMEP_02059,FLLDPPMF_00882,LNLCNHAK_01163,KNGAMNHF_02161,LKGNFBEP_01097,KICAILHA_00734,MCNPKDLJ_02354,AACNPDCK_00732,GMLEFHEO_00094,KFNCPDAP_00724,IGDBGLLD_02169,OMFMOMKF_02146,HODLAEJM_01388,AFHPBIAF_01810,LHCGKHIJ_00589,AJEFBAEL_01787,OCDCHEMI_01395,CJKJNNNG_00567,EIGELMEO_01695,NGNHBKMG_01670,MEOJENFF_00338,KEGECLGJ_00966,AHOPDIHB_02247,CJININDG_00058,NDOGBOAP_00521,OAPFOPAL_01535,ACJGFGPL_01295,JGGIPLAJ_00802,PLGHJMOG_00683,LJBGMHMC_01039,DKGGAEON_00891,LIONBGAB_01203,BCBJMMFG_01614,FNKBOAAJ_00090,NBIGHBNP_00093,ABCKMHNF_00547,HAGCGINO_01340,HDNBEOBM_01230,CHKDFDKC_00598,FJKFCLGL_00647,BOLJFBOD_00619,KGEDCIMK_00519,OGANKOBH_00642,KHIGLMDP_01181,KCBPFIDL_00854,PGGCOMJD_00586,LDPIAJMB_00608,JHDPCHFA_00610,PGMBCLCL_01209,LEOIACCC_01427,OGHHNOBM_02232,HLJAHNNN_02021,HMAEAGFH_01902,JMBHJBPL_02265,LIOCNLML_01836,MMNKDKJC_00765,CIPIHPAA_00023,OHJNIDKA_02384,IHELPHKG_02261,JBLCIMDH_00166,OFEFOHCO_00101,BJBHHKKH_02024,HCNPNPGF_01253,BHFJFGML_00523,,MLMKMFAK_00715,FMPCHCOO_02212,KDJAJFCO_00457,OHHPPKJL_00263,BADHAMCG_00389,DDALPCGJ_01716,HHABANBK_01528,IBMNCEGB_01991,OHPNAJOO_02125,CHPLCDPL_00618,EAOLOMHJ_00461,EKOBKANM_01880,DIAOIDPF_02200,IIDBPGJP_01174
fmt~~~fmt_2,fmt;fmt_2,Methionyl-tRNA formyltransferase,BHJAACOI_01369,HKMEEOOC_01387,GENJCMKD_01176,GGNGMLNM_00249,FLPOMCPC_01274,FLNKFIAL_01023,GCMCGMEO_01050,KKDHGCNG_01003,KEENHLLD_01167,JLFNHPIJ_00136,CODCKMBH_00121,KIHHBJFA_00483,NANKJKFF_01555,CCGNCHJI_01393,GOFIAKIM_01301,DGCFMGAJ_00044,AACCAIGM_00370,GMEDNMEP_00155,FLLDPPMF_01161,LNLCNHAK_00362,KNGAMNHF_00688,LKGNFBEP_01804,KICAILHA_01468,MCNPKDLJ_00616,AACNPDCK_01445,GMLEFHEO_00975,KFNCPDAP_01474,IGDBGLLD_01460,OMFMOMKF_01237,HODLAEJM_01127,AFHPBIAF_01961,LHCGKHIJ_01355,AJEFBAEL_01246,OCDCHEMI_01542,CJKJNNNG_01454,EIGELMEO_01474,NGNHBKMG_01222,MEOJENFF_00044,KEGECLGJ_01635,AHOPDIHB_01555,CJININDG_01438,NDOGBOAP_01138,OAPFOPAL_00044,ACJGFGPL_01861,JGGIPLAJ_01827,PLGHJMOG_01613,LJBGMHMC_00786,DKGGAEON_00627,LIONBGAB_00780,BCBJMMFG_00044,FNKBOAAJ_00757,NBIGHBNP_00914,ABCKMHNF_00954,58_refound_493,HDNBEOBM_00137,CHKDFDKC_01311,FJKFCLGL_01357,BOLJFBOD_01317,KGEDCIMK_00981,OGANKOBH_01347,KHIGLMDP_00452,KCBPFIDL_00111,PGGCOMJD_01271,LDPIAJMB_01323,JHDPCHFA_01384,PGMBCLCL_00975,LEOIACCC_01573,OGHHNOBM_00600,HLJAHNNN_00653,HMAEAGFH_00907,JMBHJBPL_00316,LIOCNLML_02357,MMNKDKJC_01675,CIPIHPAA_00397,OHJNIDKA_00199,IHELPHKG_00516,JBLCIMDH_00629,OFEFOHCO_02324,BJBHHKKH_00874,HCNPNPGF_00684,BHFJFGML_01499,CCMCAHCO_01878,MLMKMFAK_01192,FMPCHCOO_00991,KDJAJFCO_01818,OHHPPKJL_01296,BADHAMCG_01288,DDALPCGJ_00167,HHABANBK_01134,IBMNCEGB_00362,OHPNAJOO_00724,CHPLCDPL_00339,EAOLOMHJ_01923,EKOBKANM_00408,DIAOIDPF_00974,IIDBPGJP_00278
group_2939,,hypothetical protein,BHJAACOI_02114,HKMEEOOC_01089,GENJCMKD_02132,GGNGMLNM_01311,FLPOMCPC_01405,FLNKFIAL_01488,GCMCGMEO_01363,KKDHGCNG_01864,KEENHLLD_02153,JLFNHPIJ_02172,CODCKMBH_01495,KIHHBJFA_01110,NANKJKFF_00125,CCGNCHJI_00560,GOFIAKIM_00561,DGCFMGAJ_00677,AACCAIGM_01702,GMEDNMEP_00905,FLLDPPMF_01030,LNLCNHAK_00662,KNGAMNHF_01818,LKGNFBEP_02294,KICAILHA_01126,MCNPKDLJ_00294,AACNPDCK_01119,GMLEFHEO_01798,KFNCPDAP_01922,IGDBGLLD_01790,OMFMOMKF_01686,HODLAEJM_01970,AFHPBIAF_00450,LHCGKHIJ_01832,AJEFBAEL_00193,OCDCHEMI_00620,CJKJNNNG_01901,EIGELMEO_00684,NGNHBKMG_01020,MEOJENFF_00887,KEGECLGJ_02377,AHOPDIHB_00792,CJININDG_01728,NDOGBOAP_00786,OAPFOPAL_02338,ACJGFGPL_01804,JGGIPLAJ_01508,PLGHJMOG_01420,LJBGMHMC_01462,DKGGAEON_02048,LIONBGAB_01346,BCBJMMFG_01174,FNKBOAAJ_01355,NBIGHBNP_01091,ABCKMHNF_01172,,HDNBEOBM_02140,CHKDFDKC_00984,FJKFCLGL_01029,BOLJFBOD_01005,KGEDCIMK_00118,OGANKOBH_01034,KHIGLMDP_01306,KCBPFIDL_00439,PGGCOMJD_00966,LDPIAJMB_01007,JHDPCHFA_01083,PGMBCLCL_00135,LEOIACCC_00008,OGHHNOBM_00297,HLJAHNNN_00948,HMAEAGFH_00529,JMBHJBPL_00754,LIOCNLML_00138,MMNKDKJC_01108,CIPIHPAA_01620,OHJNIDKA_01645,IHELPHKG_00320,JBLCIMDH_01385,OFEFOHCO_00932,BJBHHKKH_02281,HCNPNPGF_01523,BHFJFGML_01951,CCMCAHCO_00284,MLMKMFAK_00446,FMPCHCOO_01087,KDJAJFCO_01171,OHHPPKJL_01885,BADHAMCG_01641,DDALPCGJ_01538,HHABANBK_01935,IBMNCEGB_00270,OHPNAJOO_01756,CHPLCDPL_02234,EAOLOMHJ_01562,EKOBKANM_00709,DIAOIDPF_00552,IIDBPGJP_01570
group_2935,,hypothetical protein,BHJAACOI_01387,HKMEEOOC_01368,GENJCMKD_01158,GGNGMLNM_00231,FLPOMCPC_01292,FLNKFIAL_01005,GCMCGMEO_01032,KKDHGCNG_01021,KEENHLLD_01185,JLFNHPIJ_00118,CODCKMBH_00103,KIHHBJFA_00465,NANKJKFF_01537,CCGNCHJI_01411,GOFIAKIM_01319,DGCFMGAJ_00026,AACCAIGM_00388,GMEDNMEP_00137,FLLDPPMF_01180,LNLCNHAK_00380,KNGAMNHF_00670,LKGNFBEP_01822,KICAILHA_01450,MCNPKDLJ_00598,AACNPDCK_01427,GMLEFHEO_00957,KFNCPDAP_01492,IGDBGLLD_01442,OMFMOMKF_01255,HODLAEJM_01146,AFHPBIAF_01979,LHCGKHIJ_01373,AJEFBAEL_01228,OCDCHEMI_01561,CJKJNNNG_01436,EIGELMEO_01492,NGNHBKMG_01240,MEOJENFF_00026,KEGECLGJ_01617,AHOPDIHB_01573,CJININDG_01456,NDOGBOAP_01120,OAPFOPAL_00026,ACJGFGPL_01843,JGGIPLAJ_01845,PLGHJMOG_01595,LJBGMHMC_00804,DKGGAEON_00645,LIONBGAB_00798,BCBJMMFG_00026,FNKBOAAJ_00775,NBIGHBNP_00932,ABCKMHNF_00936,HAGCGINO_01720,HDNBEOBM_00155,CHKDFDKC_01293,FJKFCLGL_01339,BOLJFBOD_01299,KGEDCIMK_00999,OGANKOBH_01329,KHIGLMDP_00470,KCBPFIDL_00129,PGGCOMJD_01253,LDPIAJMB_01305,JHDPCHFA_01366,PGMBCLCL_00957,LEOIACCC_01936,OGHHNOBM_00582,HLJAHNNN_00671,HMAEAGFH_00925,JMBHJBPL_00335,LIOCNLML_02339,MMNKDKJC_01657,CIPIHPAA_00415,OHJNIDKA_00181,IHELPHKG_00498,JBLCIMDH_00647,OFEFOHCO_02306,BJBHHKKH_00892,HCNPNPGF_00702,BHFJFGML_01481,CCMCAHCO_01860,MLMKMFAK_01174,FMPCHCOO_00973,KDJAJFCO_01800,OHHPPKJL_01278,BADHAMCG_01306,DDALPCGJ_00185,HHABANBK_01152,IBMNCEGB_00344,OHPNAJOO_00706,CHPLCDPL_00357,EAOLOMHJ_01941,EKOBKANM_00390,DIAOIDPF_00992,IIDBPGJP_00296
group_2932,,hypothetical protein,BHJAACOI_01251,HKMEEOOC_01516,GENJCMKD_01294,GGNGMLNM_00369,FLPOMCPC_01155,FLNKFIAL_01141,GCMCGMEO_01171,KKDHGCNG_00881,KEENHLLD_01048,JLFNHPIJ_00256,CODCKMBH_00239,KIHHBJFA_00611,NANKJKFF_00471,CCGNCHJI_00102,GOFIAKIM_00214,DGCFMGAJ_00162,AACCAIGM_00253,GMEDNMEP_00283,FLLDPPMF_00053,LNLCNHAK_00243,KNGAMNHF_00807,LKGNFBEP_01683,KICAILHA_01589,MCNPKDLJ_00737,AACNPDCK_01566,GMLEFHEO_01096,KFNCPDAP_01353,IGDBGLLD_01115,OMFMOMKF_01884,HODLAEJM_00858,AFHPBIAF_00774,LHCGKHIJ_01208,AJEFBAEL_00673,OCDCHEMI_01040,CJKJNNNG_01107,EIGELMEO_01355,NGNHBKMG_00212,MEOJENFF_01551,KEGECLGJ_01263,AHOPDIHB_01171,CJININDG_00821,NDOGBOAP_01468,OAPFOPAL_00561,ACJGFGPL_00710,JGGIPLAJ_01270,PLGHJMOG_01716,LJBGMHMC_00669,DKGGAEON_00509,LIONBGAB_00663,BCBJMMFG_00164,FNKBOAAJ_00637,NBIGHBNP_00796,ABCKMHNF_00415,HAGCGINO_01886,HDNBEOBM_00757,CHKDFDKC_01430,FJKFCLGL_01478,BOLJFBOD_01445,KGEDCIMK_00837,OGANKOBH_01474,KHIGLMDP_00335,KCBPFIDL_02398,PGGCOMJD_01388,LDPIAJMB_01446;LDPIAJMB_01452,JHDPCHFA_01517;JHDPCHFA_01511,PGMBCLCL_00780;PGMBCLCL_00774,LEOIACCC_00237,OGHHNOBM_00731;OGHHNOBM_00725,HLJAHNNN_00520,HMAEAGFH_00776,JMBHJBPL_00193,LIOCNLML_01719,MMNKDKJC_01801,CIPIHPAA_00679,OHJNIDKA_00736,IHELPHKG_01429,JBLCIMDH_00942,OFEFOHCO_01334,BJBHHKKH_00750,HCNPNPGF_02347,BHFJFGML_01624,CCMCAHCO_00917;CCMCAHCO_02335,MLMKMFAK_01316,FMPCHCOO_00790,KDJAJFCO_02166,OHHPPKJL_01421,BADHAMCG_01084,DDALPCGJ_00039,HHABANBK_00488,IBMNCEGB_00549,OHPNAJOO_01464,CHPLCDPL_00212,EAOLOMHJ_00341,EKOBKANM_00539,DIAOIDPF_00372,IIDBPGJP_00152
ftsW,ftsW,putative peptidoglycan glycosyltransferase FtsW,BHJAACOI_01082,,GENJCMKD_01492,GGNGMLNM_00537,FLPOMCPC_00248,FLNKFIAL_00164,GCMCGMEO_01907,KKDHGCNG_00702,KEENHLLD_00731,JLFNHPIJ_00433,CODCKMBH_00417,KIHHBJFA_00780,NANKJKFF_00639,CCGNCHJI_00270,GOFIAKIM_00045,DGCFMGAJ_00338,AACCAIGM_00084,GMEDNMEP_00451,FLLDPPMF_00232,LNLCNHAK_00073,KNGAMNHF_00985,LKGNFBEP_01513,KICAILHA_01767,MCNPKDLJ_00913,AACNPDCK_01742,GMLEFHEO_01272,KFNCPDAP_01176,IGDBGLLD_01292,OMFMOMKF_00419,HODLAEJM_00687,AFHPBIAF_00597,LHCGKHIJ_01030,AJEFBAEL_00850,OCDCHEMI_01210,CJKJNNNG_01276,EIGELMEO_01184,NGNHBKMG_00728,MEOJENFF_00543,KEGECLGJ_01436,AHOPDIHB_00388,CJININDG_00651,NDOGBOAP_01647,OAPFOPAL_01026,ACJGFGPL_00888,JGGIPLAJ_01097,PLGHJMOG_00292,LJBGMHMC_00501,DKGGAEON_00330,LIONBGAB_00495,BCBJMMFG_01316,FNKBOAAJ_00467,NBIGHBNP_00627,ABCKMHNF_02111,HAGCGINO_00574,HDNBEOBM_01173,CHKDFDKC_01612,FJKFCLGL_01648,BOLJFBOD_01615,KGEDCIMK_01470,OGANKOBH_01644,KHIGLMDP_00166,KCBPFIDL_02246,PGGCOMJD_01558,LDPIAJMB_01622,JHDPCHFA_01687,PGMBCLCL_01354,LEOIACCC_02221,OGHHNOBM_00901,HLJAHNNN_00341,HMAEAGFH_00309,JMBHJBPL_00025,LIOCNLML_02026,MMNKDKJC_02370,CIPIHPAA_00833,OHJNIDKA_00290,IHELPHKG_00794,JBLCIMDH_01073,OFEFOHCO_00352,BJBHHKKH_00579,HCNPNPGF_00887,BHFJFGML_02114,CCMCAHCO_00798,MLMKMFAK_00956,FMPCHCOO_01909,KDJAJFCO_01725,OHHPPKJL_01937,BADHAMCG_00965,DDALPCGJ_01867,HHABANBK_02333,IBMNCEGB_02099,OHPNAJOO_01294,CHPLCDPL_01303,EAOLOMHJ_02421,EKOBKANM_01036,DIAOIDPF_01367,IIDBPGJP_02093
psaA,psaA;,Manganese ABC transporter substrate-binding lipoprotein;hypothetical protein,BHJAACOI_01655,HKMEEOOC_02070,GENJCMKD_01904,GGNGMLNM_01684,FLPOMCPC_00018,FLNKFIAL_02285,GCMCGMEO_01572,KKDHGCNG_01625,KEENHLLD_01911,JLFNHPIJ_01306,CODCKMBH_02192,KIHHBJFA_01751,NANKJKFF_01385,CCGNCHJI_01114,GOFIAKIM_01137,DGCFMGAJ_02150,AACCAIGM_02061,GMEDNMEP_01399,FLLDPPMF_00729,LNLCNHAK_02317,KNGAMNHF_01335,LKGNFBEP_00066,KICAILHA_02174,MCNPKDLJ_01340,AACNPDCK_02171,GMLEFHEO_02160,KFNCPDAP_02158,IGDBGLLD_00164,OMFMOMKF_01454,HODLAEJM_02167,AFHPBIAF_00405,LHCGKHIJ_02192,AJEFBAEL_01418,OCDCHEMI_02220,CJKJNNNG_01599,EIGELMEO_01846,NGNHBKMG_01487,MEOJENFF_01340,KEGECLGJ_00781,AHOPDIHB_00508,CJININDG_01660,NDOGBOAP_01893,OAPFOPAL_00378,ACJGFGPL_00018,JGGIPLAJ_01696,PLGHJMOG_01184,LJBGMHMC_00014,DKGGAEON_01387,LIONBGAB_00050,BCBJMMFG_00797,FNKBOAAJ_00875,NBIGHBNP_01730,ABCKMHNF_01366,HAGCGINO_01030,HDNBEOBM_00213,CHKDFDKC_01988,FJKFCLGL_02028,BOLJFBOD_02005,KGEDCIMK_01818,OGANKOBH_02038,KHIGLMDP_01004,KCBPFIDL_01832,PGGCOMJD_01923,LDPIAJMB_02034,JHDPCHFA_02147,PGMBCLCL_01622,LEOIACCC_01189,OGHHNOBM_01299,HLJAHNNN_01950,HMAEAGFH_01283,JMBHJBPL_00862,LIOCNLML_01122,MMNKDKJC_00065,CIPIHPAA_02091,OHJNIDKA_01333,IHELPHKG_00995,JBLCIMDH_01758,OFEFOHCO_00751,BJBHHKKH_01229,HCNPNPGF_00380,BHFJFGML_00596,CCMCAHCO_01084,MLMKMFAK_01669,FMPCHCOO_02057,KDJAJFCO_00522,OHHPPKJL_01780,BADHAMCG_00477,DDALPCGJ_00815,HHABANBK_02250,IBMNCEGB_00084,OHPNAJOO_01530,CHPLCDPL_02185,EAOLOMHJ_01267,EKOBKANM_01236,DIAOIDPF_01021,IIDBPGJP_00926
